I1,I2,I3
9.8036,743.9476,0.0928
16.1383,744.5827,0.1758
7.4905,743.4185,0.2075
12.54,744.5827,0.5298
19.4478,742.5717,0.1318
13.2074,742.1484,0.3516
12.3414,742.9951,-0.0757
13.6065,742.9951,0.2039
11.5565,744.1593,0.387
19.4457,742.1484,-0.4138
10.2899,742.1484,-0.1672
8.8269,744.371,0.1929
7.5648,745.2177,0.8667
11.3448,743.9476,0.5786
14.922,741.725,-0.481
12.7373,742.5717,0.6616
8.8303,743.2068,0.2698
10.8769,744.1593,-0.0366
15.8488,742.9951,0.3003
11.4738,742.1484,-0.8179
12.8113,743.4185,0.238
10.4834,743.4185,0.1135
17.588,743.2068,0.3479
18.7352,743.4185,0.3052
15.6592,742.7834,0.0049
5.8261,742.5717,0.5359
9.0182,741.5134,0.4028
12.8043,742.5717,-0.5066
12.3347,742.36,0.1843
9.5389,742.9951,-0.3882
7.3695,745.006,1.0388
13.3282,742.36,-0.5591
16.0052,742.1484,-0.0854
11.7409,743.736,0.5908
15.6609,745.6411,0.0647
12.5468,745.006,0.7727
11.1557,742.36,0.2307
14.9423,743.2068,-0.0757
13.9992,742.5717,0.3186
2.8267,743.4185,-0.0513
3.7745,742.9951,0.1257
24.3624,741.725,-0.2759
10.7956,742.9951,-0.1807
11.669,742.5717,0.5896
6.2959,742.7834,-0.2759
9.5364,744.5827,0.5676
9.6954,743.736,-0.0806
10.2031,742.7834,0.3076
13.681,741.3016,0.8398
10.8074,742.36,-0.4077
12.338,744.371,0.3723
13.4821,742.9951,-0.0842
22.826,741.5134,-0.3552
13.8812,741.725,0.9119
7.3715,743.736,-0.1038
11.3497,744.7943,0.6152
8.428,742.5717,-0.0598
8.5436,742.1484,0.2832
9.2173,742.36,0.4968
9.5301,743.2068,-0.1624
14.9326,742.36,0.3394
13.5925,742.5717,-0.1343
11.1497,743.4185,-0.531
10.6048,742.7834,-0.0916
10.8869,743.4185,0.0635
10.9653,742.1484,0.4529
11.8642,742.36,-0.0525
10.4011,744.5827,0.1111
10.9695,744.7943,0.1685
18.4574,743.2068,-0.0293
20.1942,741.5134,0.3418
11.1527,742.36,-0.614
10.4834,743.736,0.7056
6.6927,743.2068,-0.4175
13.7964,741.9366,-0.1807
13.3246,741.5134,0.5762
9.6086,742.7834,0.3113
7.3707,743.2068,0.2637
8.3521,742.9951,0.2026
10.4766,743.2068,-0.0256
16.9842,742.5717,0.1807
16.9999,742.5717,0.2734
10.9665,741.725,0.2893
9.3412,742.7834,-0.4138
16.2135,744.371,0.1074
15.6465,742.5717,1.0742
14.7407,742.1484,-0.2271
5.7482,742.5717,0.1709
10.4084,745.006,0.5005
16.3274,744.371,-0.1147
10.8769,741.9366,0.4785
12.1376,741.725,-0.127
9.2208,742.1484,-0.1965
13.3144,744.371,-0.1709
11.075,742.5717,0.3845
9.4207,743.736,-0.1331
8.3521,743.4185,0.5457
10.6815,741.9366,0.5981
14.6597,743.2068,0.3162
11.7441,742.9951,0.1453
15.4555,743.2068,0.4016
10.4056,744.371,0.0586
6.4938,743.4185,-0.2234
9.1387,742.5717,0.6128
11.4707,741.3016,-0.5078
9.2148,742.5717,-0.1086
7.2097,744.371,0.26
12.4128,742.7834,0.7764
13.5888,741.725,0.8472
10.083,741.9366,-0.3455
10.2087,744.1593,0.387
10.0124,744.7943,-0.0854
10.6774,742.5717,0.4907
13.9893,741.9366,0.2588
15.2645,742.1484,-0.7605
3.6946,743.4185,0.1843
8.2748,742.7834,0.0891
13.6736,743.2068,0.5249
20.8625,743.736,0.2856
11.1442,743.2068,-0.1563
9.2183,743.4185,0.5078
6.2952,743.736,0.022
11.8552,745.4294,0.0598
9.3427,743.4185,0.2588
7.9573,741.725,-0.459
10.2871,741.9366,-0.2197
10.082,741.9366,-0.5249
17.6675,742.36,-0.1355
13.3303,744.371,0.7727
12.0686,743.736,-0.0671
13.2125,742.36,0.8838
9.698,742.1484,-0.1379
16.1985,743.736,0.3809
11.5596,744.5827,0.2283
8.3575,743.2068,-0.3113
8.9435,742.36,0.4053
10.1993,742.1484,-0.8374
11.4651,742.7834,0.2209
8.5404,742.1484,0.3491
9.4181,742.7834,-0.2075
12.0699,743.736,0.5444
12.6079,742.5717,0.1855
11.0732,742.36,0.304
10.0189,742.9951,0.4639
9.2233,745.4294,-0.7544
7.883,743.9476,0.8923
18.4554,741.9366,-0.5835
14.5818,741.9366,-0.105
12.0699,742.5717,0.7776
13.1279,745.4294,0.1318
11.7473,742.7834,0.5078
14.5857,742.5717,0.1343
9.2173,743.736,-0.0378
10.6745,745.006,0.3418
11.8674,745.2177,0.3125
14.6636,742.9951,-0.1257
13.4675,743.9476,-0.2075
9.6201,742.1484,0.1038
9.5379,742.36,0.9888
10.3982,743.2068,-0.0403
12.6126,741.9366,0.6604
12.8147,742.7834,-0.0195
11.9489,744.1593,0.365
10.4851,742.36,0.1355
21.0672,741.725,0.0403
16.9157,742.1484,-0.1489
14.9423,744.7943,-0.0635
4.9524,744.371,0.0793
8.0795,741.725,-0.083
12.5365,741.725,-0.321
9.8895,742.1484,0.8362
10.9635,744.371,0.1782
8.3485,742.7834,0.5664
12.7994,742.36,0.2063
13.4748,743.4185,-0.0452
10.2087,743.9476,0.26
10.6008,744.5827,0.4065
11.3602,743.9476,-0.7654
12.6126,744.7943,-0.0452
12.0653,742.7834,0.4004
12.8099,742.1484,0.6335
6.6952,742.7834,0.5249
8.0773,742.9951,-0.4834
8.4303,744.371,0.6567
16.4043,742.1484,-0.0281
8.343,741.9366,0.1147
6.8896,744.1593,-0.0513
11.0732,745.4294,-0.5066
16.3874,743.9476,-0.0891
10.4039,741.725,-0.1831
7.9595,742.9951,-0.0769
9.81,742.5717,0.5969
10.6774,742.5717,-0.3406
16.9906,744.1593,0.5884
12.7317,742.9951,0.3381
9.2198,743.2068,-0.0586
7.2097,743.736,0.033
11.2714,742.36,-0.1733
18.6649,743.4185,0.4749
11.7422,742.36,-0.3357
11.0732,742.7834,-0.1038
8.7498,744.7943,0.6128
10.2787,744.1593,0.0208
9.6185,742.9951,0.8521
9.8852,741.3016,-0.0623
19.4193,743.4185,0.4443
15.2438,749.2396,0.8252
20.7435,751.0389,0.9912
16.6888,754.3199,0.2173
15.9024,758.1301,1.0547
12.3186,761.4112,1.0974
13.0052,760.0353,0.5334
14.1813,761.4112,-0.4517
9.8895,760.247,-0.5481
14.8668,761.4112,0.6677
13.4041,764.0572,0.3796
10.0081,761.6229,-0.0696
19.6196,762.4696,0.592
8.9387,761.1995,-0.1428
18.725,762.4696,0.2161
11.6722,764.2689,0.033
12.7317,761.8345,0.1831
9.3386,762.6813,0.4956
7.956,761.8345,-0.2991
4.8354,763.2105,-0.3491
12.0575,764.0572,0.3381
14.8604,762.2579,0.1782
19.7817,761.8345,-0.5762
9.5364,763.2105,-0.0732
10.0847,762.4696,0.7544
8.1524,763.4221,0.0427
10.4862,762.4696,-0.1221
14.2739,762.4696,-0.1282
12.0653,763.4221,-0.0232
12.1356,762.9988,0.4675
6.0245,762.9988,-0.4688
15.5249,762.2579,0.033
14.5786,762.6813,0.1526
15.4555,763.2105,0.2698
10.8798,763.8455,0.2661
12.3447,762.4696,0.2783
13.3123,761.8345,-0.0549
12.7352,762.0463,-0.8252
14.5802,762.4696,0.238
7.0837,764.0572,0.6641
11.2683,761.8345,0.3735
10.2115,761.6229,-0.658
7.008,762.0463,-0.7715
10.9635,762.6813,0.5444
10.0108,764.6922,0.741
12.6147,761.8345,0.0842
16.7205,761.6229,-0.4407
17.8627,761.4112,0.0061
9.8906,762.6813,0.0769
17.4723,764.9039,0.094
9.5301,761.8345,0.5652
24.8554,761.8345,0.5237
7.3655,761.4112,-0.1294
23.1116,762.6813,-0.2258
13.6788,765.4331,0.271
9.8852,762.0463,0.5615
8.1569,762.6813,0.0696
9.801,762.4696,-0.5835
6.8101,761.8345,0.4846
13.6065,763.4221,0.3076
14.7471,764.0572,0.0378
11.3509,762.6813,0.4138
11.3423,762.2579,-0.1343
6.4187,762.0463,0.5505
12.9257,764.2689,-0.1819
7.5599,763.8455,0.4834
16.8019,762.9988,0.7837
7.5619,762.4696,-0.1294
9.5312,762.4696,-0.177
13.4763,764.6922,0.1721
10.8869,763.8455,0.5151
16.0139,763.2105,0.8813
13.9931,761.6229,-0.3564
11.7536,762.2579,-0.2344
6.4205,765.2214,0.5334
11.6646,763.6339,-0.2686
5.0319,763.6339,-0.0879
17.1829,761.8345,0.6641
6.0206,762.6813,0.2539
21.1691,765.4331,0.0415
11.9489,763.6339,-0.3564
14.1867,764.2689,-0.0513
12.9328,761.4112,0.5554
13.1208,762.4696,-0.2393
6.4921,764.9039,0.1831
9.2223,763.4221,0.2271
10.2854,764.6922,-0.1526
12.525,761.4112,0.1233
9.4135,763.2105,0.4834
6.8083,764.0572,0.2649
19.7226,762.2579,-0.3577
12.0732,762.0463,-0.7971
11.8674,764.0572,0.614
12.0732,762.6813,0.5249
13.0052,764.9039,0.2112
9.6122,762.2579,-0.4333
12.7338,762.0463,-0.4321
10.083,764.0572,0.636
16.5388,762.9988,-0.1843
13.1222,765.4331,0.2722
5.8277,762.2579,0.3723
12.8029,762.0463,-0.2563
13.1351,763.8455,-0.3979
14.5921,763.6339,0.1489
13.681,765.8564,0.4333
15.7132,762.6813,-0.0623
11.0678,762.4696,-0.1782
7.0061,763.6339,0.1563
9.2173,763.6339,0.4285
13.8774,765.2214,0.2429
12.2171,762.4696,-0.7361
17.39,762.4696,0.6885
20.3816,762.6813,0.2209
5.6237,763.6339,-0.0049
21.9649,764.2689,0.4797
9.8137,762.0463,-0.1147
20.7717,762.6813,0.4016
8.6269,763.6339,-0.0427
9.8852,764.9039,0.3064
16.5182,764.2689,0.8264
11.9392,762.4696,-0.2686
17.3881,762.9988,-0.3259
11.2745,763.6339,0.2612
16.9047,765.8564,0.8008
8.4303,766.0682,-0.4211
10.8728,763.4221,0.2344
7.9595,763.6339,1.0437
10.8781,762.0463,0.4248
13.7979,762.6813,0.0659
6.8101,766.0682,0.1184
14.0711,762.9988,0.3052
7.5599,763.6339,0.0281
8.1533,761.4112,0.3491
9.4232,762.4696,0.4199
8.7474,765.2214,0.21
9.3478,762.4696,0.531
12.0666,763.2105,0.5005
12.0575,761.6229,0.4175
12.9208,762.9988,-0.5493
14.0711,764.4806,-0.6299
10.4095,762.2579,0.5078
15.541,762.6813,0.2734
17.4041,761.8345,0.011
11.4651,763.2105,-0.0842
7.2872,764.2689,-0.3369
11.3423,762.4696,0.564
14.0787,762.2579,-0.0781
11.5471,762.0463,0.0598
10.4834,763.4221,0.304
13.1967,764.0572,-0.3394
8.5436,763.2105,0.0659
10.2882,761.6229,0.2661
9.2183,762.0463,0.5786
16.1968,763.2105,-0.4431
10.0162,763.6339,0
14.9399,763.6339,0.3186
15.1276,762.0463,0.5676
9.6107,762.9988,0.1074
15.3374,762.9988,-0.6519
8.076,763.4221,-0.3442
18.8479,761.6229,0.6592
9.0255,761.8345,-0.3125
9.3412,762.2579,0.1001
13.605,763.8455,0.9888
13.1244,761.8345,0.0916
13.8797,761.4112,-0.0842
9.2223,762.0463,0.0574
15.8505,762.9988,0.1062
14.5842,765.2214,0.5664
14.2569,762.0463,0.1868
14.1882,761.8345,0.3625
18.1689,761.6229,0.2844
15.262,762.6813,-0.0415
12.0601,765.2214,-0.0281
8.5482,761.8345,0.9888
12.5331,762.0463,0.8899
7.2065,761.1995,-0.2283
11.0732,762.6813,-0.3235
16.3998,765.4331,0.1917
14.5897,762.2579,0.9485
17.39,762.4696,0.3064
9.6148,761.1995,0.1257
12.8029,762.9988,0.0745
3.0219,764.9039,0.2661
19.5221,762.2579,0.2222
3.8913,762.9988,0.3076
14.5937,762.4696,0.2258
11.1485,762.2579,-0.4175
11.8629,764.2689,0.3516
10.0151,763.8455,0.2356
3.9667,762.6813,0.166
11.3559,762.2579,-0.2039
9.8879,762.2579,-0.3101
11.4707,764.4806,0.6604
7.7529,763.8455,-0.1526
9.8127,764.0572,0.2344
9.7007,763.2105,0.2417
24.562,762.0463,0.5359
13.0123,762.2579,-0.47
7.29,763.2105,-0.3589
10.8869,763.6339,0.3906
6.4187,763.6339,0.3186
18.7148,762.0463,-0.155
12.1422,762.4696,-0.2197
11.8597,762.6813,-0.2307
14.2817,763.2105,0.5811
11.0762,764.0572,0.1257
7.3727,761.8345,-0.6323
13.3231,762.9988,-0.033
14.1867,762.2579,-0.0061
15.6507,762.4696,0.4944
12.2238,764.0572,-0.3223
13.1953,762.0463,-0.6555
13.6013,763.6339,0.7642
10.0135,762.2579,-0.3845
11.2653,762.2579,0.0366
7.8808,764.0572,0.3613
20.4994,762.0463,0.0195
8.4303,764.0572,0.3064
15.5325,762.2579,-0.4016
12.6126,762.0463,0.0342
17.1088,764.4806,0.7056
5.1553,763.2105,0.1074
12.2204,765.2214,-0.2734
11.6709,762.4696,-0.1721
12.8113,762.0463,-0.1172
10.2059,764.0572,-0.1624
15.4513,763.2105,0.5945
19.9102,762.4696,0.6799
11.2714,764.9039,0.6909
17.8549,762.2579,-0.0293
11.8642,762.9988,-0.0159
13.3953,761.6229,-0.0037
10.9605,763.4221,0.481
12.2105,764.9039,0.1489
11.1588,762.4696,0.1807
11.5521,763.2105,0.3259
13.0087,761.8345,-0.0757
7.755,763.6339,0.3027
12.8078,764.0572,0.5688
13.2125,762.0463,0.2966
9.8906,762.6813,-0.4883
18.1758,761.8345,0.293
15.6482,764.0572,0.4675
16.1339,763.4221,0.6543
13.1953,762.0463,0.0159
11.9437,762.6813,-0.6494
16.3292,762.0463,0.7043
7.76,765.2214,0.8728
14.8604,763.2105,-0.0305
8.7531,762.0463,0.1648
8.3485,761.8345,-0.2026
18.6598,761.6229,0.4285
11.8597,764.9039,0.1196
16.9925,762.9988,-0.0024
8.946,762.2579,0.3796
16.3954,762.0463,-0.1392
8.4316,762.2579,-0.249
12.7234,766.0682,0.2417
8.0782,762.9988,0.0281
15.4488,762.4696,0.3418
18.7199,761.4112,-0.5432
10.9594,761.6229,0.6763
10.0913,762.4696,0.0793
8.2735,763.6339,-0.1062
8.7484,762.4696,-0.2441
11.6646,764.4806,-0.0256
13.6736,761.4112,0.8667
16.9176,762.6813,-0.1904
10.8781,763.8455,0.0366
8.1569,762.4696,0.0696
11.1497,764.6922,0.0989
9.2158,761.6229,0.1709
18.542,763.2105,-0.3369
10.0135,763.4221,0.1831
17.1228,762.4696,0.4504
16.8955,764.6922,-0.1257
10.0803,762.2579,0.4382
11.936,763.8455,0.3833
7.011,763.2105,-0.4773
16.7973,762.4696,-0.9253
13.3282,764.2689,0.6128
10.8751,762.4696,0.9534
9.6917,763.8455,0.0342
9.2148,762.9988,-0.3833
13.7979,762.6813,-0.2649
12.9271,763.8455,0.5969
9.2158,763.2105,0.293
8.746,763.6339,0.3943
15.6465,762.6813,0.1892
6.0212,762.9988,-0.0684
15.3332,763.2105,0.2942
8.4316,763.6339,0.6177
26.8116,762.4696,0.2771
12.5365,762.0463,-0.4663
10.2031,762.4696,0.2307
12.6113,762.2579,0.8276
8.9484,762.9988,0.4504
14.1844,765.4331,-0.0464
13.0137,763.4221,0.3259
12.3367,762.0463,-0.2563
16.5959,762.0463,-0.1428
13.8737,763.4221,0.271
8.3462,765.6448,0.3394
13.4836,763.4221,0.5212
14.474,762.4696,-0.1318
17.3834,762.2579,-0.0195
12.1409,763.6339,0.5859
10.0792,765.4331,-0.1746
6.4198,763.4221,-0.0806
5.1553,762.9988,0.4614
15.3332,762.4696,0.3369
10.2938,764.0572,0.0586
13.4763,764.4806,-0.4785
5.3534,763.2105,0.2161
12.3333,762.4696,-0.0635
8.1547,762.2579,-0.4773
13.2089,764.0572,0.1147
12.8134,763.6339,0.2112
12.7317,762.9988,0.0024
11.069,762.0463,-0.2112
13.6573,762.4696,0.144
10.595,764.9039,0.2539
9.0196,763.8455,-0.3076
9.4197,763.2105,0.0061
8.8279,761.6229,0.2515
11.852,762.6813,0.0854
7.3675,765.4331,-0.6226
18.3779,762.9988,0.2197
8.946,763.4221,-0.0366
14.6613,764.2689,0.0146
13.1315,762.0463,-0.21
6.4198,763.2105,0.282
14.3867,762.6813,0.3711
1.9525,762.9988,-0.2405
14.0749,764.4806,-0.3613
12.0634,762.4696,0.1636
14.8563,764.0572,0.5774
11.6741,762.2579,0.0183
13.1279,762.2579,0.791
10.2103,764.4806,0.5737
13.9969,762.4696,0.3162
13.4026,764.4806,-0.1355
10.3971,762.0463,-0.5066
9.1412,762.0463,0.8154
13.1172,764.2689,0.4285
9.1338,762.9988,0.1038
11.9392,765.4331,0.3406
13.4748,762.4696,-0.2136
14.9439,762.0463,0.7495
16.3936,764.0572,-0.0635
13.4099,763.4221,0.2002
14.7375,765.6448,0.7886
9.8879,762.6813,-0.3467
11.8565,762.2579,-0.0366
8.9426,763.4221,0.4602
14.2817,763.4221,0.3796
8.746,765.4331,0.2075
9.6928,762.6813,-0.1282
10.6705,762.4696,0.2356
11.078,763.4221,0.8032
16.913,762.2579,0.0476
12.8099,764.2689,-0.4236
8.1533,764.0572,0.1599
9.8057,762.2579,0.8752
9.8906,762.6813,0.3564
3.9676,762.0463,0.3394
17.8481,764.6922,0.2405
10.0135,763.4221,0.0696
9.6901,762.0463,0.1025
9.3386,762.2579,0.5127
10.7974,762.0463,0.3125
11.1576,765.4331,-0.3101
12.2204,763.2105,0.2515
24.3624,762.2579,0.1941
13.4026,762.0463,0.5872
11.2683,762.0463,-0.0659
7.6784,766.0682,-0.3821
10.2059,763.2105,0.5994
10.5962,762.6813,-0.0818
14.389,761.4112,0.0269
12.3467,762.0463,0.2112
12.5284,765.8564,-0.1587
12.8043,763.2105,0.0488
12.1356,763.4221,-0.3455
21.4436,761.4112,0.3479
16.7251,762.0463,0.5237
13.2074,765.4331,-0.2747
5.2371,762.6813,-0.2222
14.3851,762.4696,0.5713
8.6231,764.9039,0.1111
16.2029,762.4696,-0.6738
14.5857,763.6339,-0.199
15.7319,766.0682,0.6335
12.9412,762.6813,-0.0842
10.9594,762.6813,0.1831
10.9564,763.6339,0.5627
13.6773,763.8455,0.1001
8.1555,765.4331,0.2319
12.0686,762.6813,0.2881
23.7643,764.2689,0.2148
17.6435,768.2908,0.6201
22.0627,773.5828,1.449
28.9876,776.017,1.0522
22.7926,777.8163,-0.0745
14.445,780.4623,-0.1721
14.3812,782.8967,0.0793
16.1853,781.0974,0.4236
14.7375,782.2616,0.0403
14.6581,784.1667,0.5737
12.1323,781.7324,0.2185
8.2649,780.8857,-0.6409
12.1343,781.7324,-0.3528
15.2479,783.1084,0.2087
16.7928,783.5317,0.1697
10.6757,783.9551,-0.1038
8.3453,783.32,0.3833
9.3437,781.7324,0.0024
10.591,783.1084,-0.2332
10.7933,783.5317,0.5811
13.6773,781.7324,0.5261
8.4293,783.1084,0.6482
15.057,784.4843,0.553
12.0653,783.1084,0.4395
27.014,783.5317,-0.1025
4.3669,784.9077,0.2356
6.9996,783.5317,0.0696
9.8895,782.6849,-0.3503
9.4171,783.1084,-0.0366
12.9307,784.6959,0.0684
16.9203,784.4843,-0.0452
14.7431,784.4843,0.1111
17.39,783.7434,-0.083
13.4712,782.2616,-0.3442
7.5558,783.5317,0.4175
9.4207,784.1667,0.4578
14.1921,782.4733,0.2539
12.2118,783.7434,0.8447
12.5386,784.9077,0.4993
10.396,782.8967,0.1831
10.4823,781.7324,0.5164
14.1813,782.4733,0.3394
15.2504,782.4733,0.2869
2.8275,783.1084,0.5981
9.2158,783.9551,0.1343
9.8895,782.4733,0.0879
16.716,780.8857,-0.3149
13.1953,782.6849,-0.2625
17.1153,782.2616,-0.21
9.8111,781.3091,-0.0513
17.1792,783.9551,0.8069
9.5379,783.32,0.2588
10.7974,782.0499,0.1184
9.2158,782.6849,0.8923
14.9464,782.6849,0.2588
14.9383,782.6849,0.3809
18.8499,781.3091,0.5164
11.7441,782.2616,0.1904
9.4181,782.8967,-0.1575
12.3481,783.32,0.1245
8.6222,783.7434,-0.2344
17.9758,783.1084,0.0159
13.4077,781.5208,-0.3699
11.9457,783.32,0.1257
15.6439,783.5317,0.1111
12.2151,781.5208,-0.2014
21.1634,783.32,0.6628
8.2726,784.1667,0.2258
11.2671,782.8967,0.072
14.0841,782.0499,0.8203
17.6531,782.6849,0.3271
11.1485,782.2616,-0.531
15.7217,783.1084,0.2014
8.1578,783.7434,0.1367
7.3635,782.6849,-0.0549
13.9916,780.6741,-0.0159
12.1244,782.0499,0.4407
15.6524,781.5208,0.4565
11.2683,780.8857,0.3613
12.8078,783.7434,0.4907
19.6249,782.6849,0.968
12.9981,781.5208,0.9485
8.7417,782.8967,0.5078
8.0782,782.6849,-0.0781
4.0861,782.4733,-0.2771
17.2718,781.3091,0.2612
10.8739,782.2616,0.0159
14.6613,782.8967,-0.6335
10.7945,783.5317,0.0427
13.4785,784.1667,0.3967
9.6133,783.1084,0.9546
15.7319,781.5208,-0.1758
10.8739,783.32,0.2063
15.075,783.5317,0.1196
11.6583,781.7324,0.5737
15.443,783.32,0.592
10.7933,783.7434,0.6616
7.286,782.4733,0.9583
9.1452,782.2616,0.415
11.2641,782.6849,-0.1013
9.6828,782.2616,-0.2356
17.3994,782.8967,0.0281
16.3185,783.9551,-0.2832
15.6422,783.5317,-0.0879
13.4785,781.7324,0.1599
14.2608,782.8967,-0.0769
5.1562,782.0499,-0.376
9.0245,781.7324,0.0208
12.332,784.6959,0.0037
12.8064,782.2616,0.1074
11.549,781.5208,0.4309
7.286,783.7434,0.3467
9.0255,782.8967,-0.6482
11.861,781.5208,-0.3235
12.3414,781.3091,0.2588
15.7174,782.4733,-0.4028
13.2053,782.4733,0.3674
14.0688,783.1084,-0.0366
12.6216,784.1667,-0.4468
18.853,782.8967,-0.1306
12.7317,781.0974,0.5176
8.0677,783.1084,0.166
14.4819,782.6849,-0.1318
7.7537,781.3091,0.3162
12.2238,783.5317,0.1746
16.9001,783.32,-0.0073
9.3478,782.0499,0.1062
13.2074,782.0499,-0.0281
12.338,782.2616,-0.4797
9.0138,782.0499,-0.0806
8.0773,782.8967,-0.1135
4.0854,783.9551,-0.8594
19.9919,783.7434,-0.083
16.3203,781.5208,0.5737
16.5851,782.4733,0.3723
5.1539,782.2616,0.4993
10.4834,782.2616,0.2808
6.4945,785.1193,0.1184
14.1982,782.4733,0.553
12.1297,781.7324,0.0085
17.656,784.4843,0.1294
11.9424,782.8967,-0.3442
9.5312,781.5208,-0.2271
13.6714,783.32,-0.5725
12.0621,784.1667,-0.1172
7.7529,782.0499,-0.365
12.1343,783.1084,-0.0879
15.9093,784.4843,-0.5151
17.1088,783.5317,0.3833
11.6602,782.0499,-0.0415
8.4257,783.5317,0.4736
14.3945,782.8967,0.5957
10.7956,782.0499,0.2087
4.6752,784.6959,0.0745
12.5352,783.1084,0.542
11.8661,782.0499,0.4248
11.1485,783.5317,0.7214
15.6439,783.1084,0.271
26.2291,781.7324,-0.2271
6.2191,782.8967,-0.5725
4.6752,784.1667,-0.116
9.6122,784.4843,0.271
9.8057,782.0499,0.0916
15.6363,782.2616,0.05
20.7774,782.4733,0.8789
15.2521,783.32,0.4163
17.7716,785.5427,-0.2856
12.9257,783.1084,0.4163
6.0196,783.1084,0.4956
10.4823,785.331,-0.0647
10.9564,782.6849,0.5103
15.3232,782.0499,0.293
13.9916,784.9077,-0.564
10.5962,784.4843,0.1624
17.4723,782.4733,-0.0562
15.2504,783.32,-0.509
11.2653,784.4843,-0.1367
11.5534,784.6959,0.1416
13.2039,782.4733,0.1978
10.5979,782.6849,0.3198
13.3159,782.2616,0.2124
13.305,782.6849,-0.4187
17.3947,785.331,-0.2356
9.6928,782.6849,0.4041
15.8462,782.4733,0.415
12.7338,785.331,0.105
12.2059,782.8967,0.5591
6.8878,781.7324,0.5347
13.8017,783.9551,-0.4382
19.11,784.9077,-0.2295
21.6542,784.4843,0.0879
14.4701,783.32,0.1501
11.5521,783.32,0.1306
6.491,784.4843,0.1819
10.5922,782.4733,-0.7397
11.2714,783.32,0.05
10.2031,782.4733,0.0964
12.5454,782.2616,-0.7471
11.2653,784.6959,-0.0305
16.9971,782.2616,-0.0659
20.2944,781.5208,-0.2832
8.6231,783.9551,0.3796
6.6114,783.1084,0.5859
15.075,781.5208,0.4443
9.4135,781.7324,-0.2332
12.338,782.4733,0.3162
15.9223,782.2616,0.166
9.4232,782.8967,-0.0073
15.4472,784.1667,0.2087
12.9243,782.8967,0.0879
8.0664,781.0974,-0.5334
10.2076,783.1084,0.1196
4.9516,782.6849,0.1917
13.4821,781.5208,-0.0012
20.3761,783.7434,0.5981
3.7756,783.1084,0.4968
4.3662,782.0499,0.4138
11.9405,782.6849,0.2063
16.7846,782.6849,0.2808
16.0165,782.2616,0.2185
12.1972,782.8967,0.6152
12.1409,783.7434,-0.0842
10.4056,783.9551,-0.0854
9.5327,781.7324,-0.3882
16.2047,782.2616,-0.2429
11.3435,781.7324,-0.0891
5.0352,782.2616,-0.0378
10.5962,784.9077,0.9436
13.2017,782.2616,0.2588
17.4609,782.0499,-0.2441
15.541,784.9077,0.2307
6.8072,782.8967,0.3345
13.605,781.7324,-0.3162
13.0066,783.7434,0.1672
7.3559,782.4733,0.177
10.9522,781.7324,-0.2417
10.8828,782.6849,0.2454
11.075,783.7434,-0.1086
16.0121,782.6849,-0.0183
10.4777,781.0974,-0.3809
7.88,782.8967,0.0574
6.6114,782.4733,0.1367
16.5896,781.5208,-0.072
14.1905,784.4843,0.5823
18.6649,782.8967,0.1367
13.4041,781.5208,-0.0378
9.0255,783.1084,0.7983
13.0102,782.8967,0.1648
12.8113,781.7324,-0.5554
8.3444,782.8967,-0.1489
13.8039,783.9551,0.0366
8.6255,784.1667,0.1379
14.1867,782.0499,0.1782
17.7638,782.2616,0.3723
8.0782,782.4733,-0.5115
8.269,782.6849,-0.0415
11.2714,785.331,0.4956
10.7974,782.6849,1.0522
15.7319,782.4733,1.0132
13.9748,785.331,0.6287
12.8099,782.8967,0.2576
15.5393,781.7324,0.3943
11.7422,784.4843,0.1331
14.1882,782.6849,0.0085
12.3333,782.2616,-0.8057
4.364,783.1084,-0.5212
16.0035,783.9551,0.0549
16.9019,783.7434,-0.033
16.7928,781.7324,-0.365
14.0787,782.6849,-0.083
8.7436,782.0499,-0.3772
10.488,782.0499,0.2673
11.4651,784.6959,0.47
11.1485,782.4733,0.9241
10.8769,781.3091,1.0425
10.7945,783.9551,0.5066
11.7409,782.8967,0.1233
14.8531,781.5208,0.0537
4.7572,783.32,-0.0586
16.2029,784.4843,-0.437
9.6096,784.4843,0.0476
11.3312,782.4733,0.1294
10.082,782.0499,-0.321
14.2546,782.4733,-0.8032
6.2969,782.6849,-0.127
15.135,784.6959,-0.1392
7.0061,782.8967,0.1965
13.9878,783.1084,0.6189
7.0015,785.331,0.3479
13.8002,782.4733,-0.5786
13.4004,782.4733,-0.0317
17.8481,783.5317,0.4736
13.0102,783.5317,-0.1233
14.5976,782.4733,-0.0354
5.0338,782.8967,0.4651
10.0178,783.7434,-0.3003
10.2826,784.1667,0.1636
12.6092,782.0499,0.21
13.3072,782.2616,-0.1672
16.7097,782.2616,-0.52
20.1235,782.4733,0.05
10.4862,785.1193,-0.0439
10.4039,782.2616,0.3516
17.8549,782.2616,-0.0232
13.4712,785.1193,0.2722
24.3531,782.8967,-0.2661
19.4966,781.7324,-0.0378
14.9399,784.1667,0.1843
10.6037,784.6959,-0.4919
4.9529,784.4843,0.0366
15.0627,783.1084,0.0684
21.5688,782.2616,-0.5371
11.069,782.0499,0
11.4738,782.0499,0.4517
13.4063,784.1667,0.3687
7.6784,783.5317,0.6775
13.4763,783.32,0.2026
12.0601,784.6959,0.647
15.1334,782.2616,0.5835
8.3507,783.1084,0.2185
14.6517,784.9077,0.437
