I1,I2,I3
1.6485,0,0.0122
1.8444,0,0.0916
1.4455,0,0.0122
1.6483,0,0.0134
1.5689,0,0.0122
1.365,0,-0.0659
1.7641,0,-0.0659
1.7646,0,0.0122
1.2496,0,0.0122
1.5686,0,0.0916
1.8447,0,0.0916
1.3656,0,0.0122
1.3656,0,0.0134
1.569,0,-0.0659
1.1694,0,-0.0659
1.4455,0,0.0122
0.9734,0,0.0134
2.1632,0,0.0134
1.7646,0,0.0903
1.3656,0,0.0916
1.7651,0,0.0134
2.1644,0,0.0134
1.7646,0,0.0916
1.7644,0,0.0916
1.4456,0,0.0134
1.1697,0,-0.0635
1.8442,0,-0.1428
1.5689,0,0.0122
1.9609,0,0.0134
1.3657,0,0.0903
1.3654,0,0.0903
1.569,0,0.0122
1.7646,0,0.0134
1.5686,0,0.0134
1.7644,0,0.0134
1.3652,0,0.0916
1.6487,0,0.0916
1.1697,0,0.0903
1.6487,0,0.0134
1.7644,0,0.0134
1.4452,0,0.0916
1.7646,0,0.0122
1.7644,0,0.0134
1.6485,0,0.0916
1.4455,0,0.0916
1.8447,0,0.0916
1.5686,0,0.1697
1.6485,0,0.0916
1.7646,0,0.0916
1.3656,0,0.0134
1.4452,0,0.1685
1.7649,0,0.0903
1.4452,0,0.0916
1.4452,0,0.0916
1.6483,0,0.0916
1.4452,0,0.0903
1.1694,0,0.1685
1.6485,0,0.0122
1.6485,0,0.0916
1.6485,0,0.0903
1.2491,0,0.0903
1.5686,0,0.0134
1.5686,0,0.0916
1.4456,0,0.0916
1.5684,0,0.0916
1.7649,0,0.0134
1.5689,0,0.0916
1.7649,0,0.0134
1.648,0,0.0928
0.9734,0,0.1685
1.2494,0,0.0928
1.569,0,0.0916
1.5689,0,0.1685
1.6487,0,0.1685
1.3654,0,0.0916
1.7646,0,0.2454
1.4455,0,0.1685
1.7646,0,0.0916
1.7646,0,0.2466
1.6487,0,0.1685
1.1696,0,0.1697
1.5686,0,0.0928
1.2494,0,0.0916
1.4452,0,0.1685
1.7646,0,0.0916
1.8447,0,0.1685
1.3654,0,0.1685
1.3656,0.2117,0.1672
1.2494,0.2117,0.166
2.1642,-0.3175,0.249
1.9611,0,0.0195
1.4455,0,0.1709
1.4452,0,0.0903
1.7649,0,0.1709
1.3652,0,0.1709
1.7646,0,0.1672
1.6487,0,0.1709
1.5686,0,0.2466
1.6489,0,0.1709
1.4456,0,0.2441
1.3654,0,0.1672
1.7644,0,0.094
1.5686,0,0.2466
1.4456,0,0.1648
1.3654,0,0.0903
1.5689,0,0.1709
1.4452,0,0.2466
1.2492,0,0.1709
1.5689,0,0.094
1.4456,0,0.1709
1.4455,0,0.1672
1.6483,0,0.1672
1.9609,0,0.1672
1.3657,0,0.2466
1.7646,0,0.1709
1.5684,0,0.1709
1.3654,0,0.2466
1.4455,0,0.2466
1.8444,0,0.1709
1.9609,0,0.3235
1.6487,0,0.2466
1.5689,0,0.2466
1.2496,0,0.0903
1.7651,0,0.1672
1.4451,0,0.2441
1.5693,0,0.1672
1.4451,0,0.1672
1.4455,0,0.1709
1.6485,0,0.0903
1.569,0,0.094
1.3656,0,0.0903
1.3657,0,0.2441
1.1696,0,0.1672
1.569,-0.3175,0.0903
1.6485,0,0.1709
1.9606,0,0.1709
1.0533,0,0.1709
1.3652,0,0.1672
1.1696,0,0.1672
1.8442,0,0.1709
1.8447,0,0.1672
1.3656,0,0.1672
1.4455,0,0.1709
1.3652,0,0.1648
1.1696,0,0.1672
1.4455,0,0.1672
1.3652,0,0.0903
1.6489,0,0.1672
1.8447,0,0.0903
1.5686,0,0.0903
1.2494,0,0.0134
1.8447,0,0.0903
1.6487,-0.3175,0.0134
1.4455,0,0.0928
1.3656,0,0.0903
1.6483,0,0.0134
1.7651,-0.3175,0.0928
1.8444,0,0.0134
1.5686,0,0.0134
2.0407,0,0.0122
1.569,0,0.0903
1.4452,0,0.0903
1.5686,0,0.0891
1.9604,0,0.0134
1.7644,0,0.0903
1.6487,0,0.1672
1.2494,0,0.0134
1.2494,0,0.0134
1.2494,0,-0.0635
1.4455,0,0.0134
1.8444,0,0.0122
1.2496,0,0.0903
1.7644,0,0.1672
1.6485,0,0.0122
1.5686,0,0.0134
1.4452,-0.5292,0.0134
1.5684,-0.3175,0.0903
1.2489,0,0.0916
1.6487,0,-0.0635
1.8444,0,0.0134
1.5684,0,0.0122
1.2496,0,0.0903
1.4452,0,-0.0659
1.5682,0,-0.0635
2.0407,0,0.0122
1.7649,0,0.0134
1.6487,0,0.0122
1.6485,0,0.0903
1.2496,0,0.0916
1.6487,0,0.0916
1.8442,0,0.0134
1.6485,0,-0.0659
1.4451,0,0.0122
1.6487,0,0.0134
1.5686,0,0.0134
1.8444,0,-0.1428
1.1696,0,-0.0659
1.6485,0,-0.0659
1.3654,0,0.0122
1.3652,0,-0.0635
1.8447,0,-0.0635
1.6485,0,0.0134
1.1697,0,0.0903
1.5689,0,0.0916
0.9737,0,0.0134
1.7649,0,-0.0659
1.9606,0,0.0122
1.569,0,0.0134
1.4451,0,0.0134
1.1696,0,0.0134
1.5689,0,0.0122
1.648,0,0.0122
1.5684,0,0.0134
1.2492,-0.3175,0.0134
1.5686,0,0.0903
1.6485,0,-0.144
1.9606,0,0.0134
1.3656,0,0.0916
1.2492,0,0.0122
1.9606,0,0.0134
1.8447,0,0.0122
1.4456,0,-0.0659
1.6485,0,-0.0647
1.6487,0,0.0122
1.3656,0,0.0134
1.5689,0,0.0122
1.5686,0,0.0122
1.9604,0,0.0903
1.3656,0,0.0122
1.4451,0,-0.0659
1.8444,0,0.0134
1.7646,0,0.0134
1.5689,0,0.0916
1.7646,0,-0.0635
1.6487,0,0.0134
1.5684,0,0.0134
1.0535,0,0.0122
1.1696,0,0.0916
1.4451,0,0.0134
1.6485,0,0.0916
1.5686,0,0.0122
1.8444,0,0.0916
1.2494,0,0.0122
1.569,0,0.0134
1.3654,0,0.0122
1.0534,0,0.0903
1.569,0,0.0916
1.9604,0,-0.0635
1.4448,0,0.0134
1.4452,0,0.0122
1.3654,0,0.0916
1.2496,0,0.0916
1.3656,0,0.1697
1.8444,0.2117,0.1672
2.1636,0.4234,0.1746
1.3654,0.4234,0.3271
1.0533,0.635,0.3271
1.3654,0.635,0.564
1.8447,0.635,0.564
1.3654,0.635,0.7324
1.4455,0.635,0.7861
2.1638,0.8467,0.8215
1.6487,1.2701,0.9094
1.6483,2.646,0.9387
1.6485,5.7153,0.7886
1.8447,10.584,0.8228
1.648,16.2993,0.7129
2.1638,15.4526,0.4919
1.8449,28.7884,0.6079
1.8444,24.1315,0.459
1.6485,28.7884,0.553
1.8444,29.4235,0.3503
2.0404,29.8468,0.5554
1.5686,33.657,0.2686
1.9606,40.2191,0.4016
2.0407,36.0914,0.3223
1.6487,37.7848,0.4016
2.0402,37.5731,0.4309
1.6485,38.314,0.365
2.0399,44.8761,0.2808
1.7646,42.0184,0.3455
1.8444,45.2994,0.2905
1.6485,43.8177,0.3247
1.9604,48.2629,0.2551
1.4451,47.8396,0.2466
1.9606,49.3213,0.3552
2.0402,52.7082,0.3027
1.8447,52.7082,0.2893
1.4451,54.825,0.2991
1.4452,49.533,0.1917
1.7646,56.6243,0.4041
2.1638,53.7666,0.1733
2.0407,53.9783,0.1953
2.2436,60.4345,0.4224
1.8442,56.8359,0.3528
1.6485,56.6243,0.3577
1.9604,63.2922,0.2893
1.9606,59.0586,0.2112
2.0407,57.0476,0.1599
2.1642,63.2922,0.1453
2.1638,61.4929,0.2405
1.5686,58.8469,0.1514
1.7644,63.2922,0.1733
2.3232,60.0111,0.2905
2.0404,60.6462,0.022
2.3241,62.6571,0.1318
1.5689,59.4819,0.2405
1.8444,58.4235,0.0952
1.7649,64.6681,0.2197
1.6483,58.4235,0.1514
1.7649,57.5768,0.0928
1.7649,62.8688,0.0464
1.2492,57.2593,0.0891
1.4451,55.9892,0.0281
1.4448,61.2812,0.1172
1.6487,56.8359,0.0085
1.7649,53.9783,0.1489
1.7649,60.2228,0.0732
1.3657,51.9673,0.0439
1.6485,52.3907,0.0403
1.4455,56.2009,-0.0122
2.0404,50.2739,0.1697
1.5684,54.825,0.0366
1.4452,48.4746,0.0256
2.1642,52.7082,0.1147
1.4455,46.252,-0.1917
1.3657,47.3104,-0.1135
1.7649,42.8651,-0.0818
1.9611,43.8177,-0.1147
2.0407,39.7957,0.0427
1.9606,40.7483,-0.0293
1.1696,38.314,-0.1318
1.3654,42.2301,-0.1282
1.6485,37.1498,-0.1843
1.4455,37.5731,-0.1379
0.9737,32.4928,-0.1489
1.2494,26.3541,-0.2051
1.0535,34.0804,-0.0024
1.6483,28.0475,-0.0281
1.5689,23.6023,-0.0281
1.5689,27.2008,-0.0623
1.4456,20.9563,-0.1074
0.8937,22.1205,-0.1355
1.2496,16.511,0.0171
1.8452,18.3103,-0.1709
1.4456,21.3796,-0.2234
1.4456,12.3833,-0.2124
1.1694,12.3833,-0.1172
1.3654,9.9489,-0.1282
1.4455,7.3029,-0.1782
1.6489,4.3394,-0.1831
1.4452,3.281,-0.1013
1.6487,2.8577,-0.0269
1.4455,0.635,-0.1819
1.6483,-1.5876,-0.1819
1.3656,-2.5402,-0.2661
1.7649,-2.5402,-0.116
1.5686,-2.011,-0.3564
1.7651,-2.9635,-0.4163
1.3656,-5.3978,-0.4858
1.8444,-6.2445,-0.365
1.4455,-10.2665,-0.3467
1.7644,-11.5365,-0.3406
1.569,-11.7482,-0.3259
2.0407,-18.8395,-0.4456
1.0532,-19.0512,-0.4407
1.5684,-13.5475,-0.3223
1.4451,-21.0621,-0.4639
1.7649,-18.8395,-0.2295
2.2436,-27.095,-0.4944
2.0404,-20.6388,-0.3967
1.2494,-30.376,-0.4419
1.5684,-28.3651,-0.4456
1.5686,-28.1534,-0.5237
2.0402,-33.7629,-0.3406
2.243,-33.4454,-0.3223
1.9606,-30.5877,-0.3467
1.5686,-40.1133,-0.4102
1.4452,-41.9125,-0.4614
1.5682,-38.8432,-0.2881
1.9609,-39.2665,-0.5151
2.0399,-38.4198,-0.4309
2.1632,-42.3359,-0.4431
1.7646,-41.9125,-0.5859
1.7649,-45.7228,-0.3699
1.6483,-44.5585,-0.3589
1.9606,-50.0622,-0.2869
2.0404,-46.9929,-0.4138
2.3235,-53.2374,-0.2795
1.9606,-50.3797,-0.26
2.1642,-56.9418,-0.321
1.8442,-50.5914,-0.127
1.7646,-53.4491,-0.2759
1.6487,-57.3651,-0.2075
1.9606,-52.0732,-0.1526
1.3654,-58.5294,-0.3528
1.5686,-54.9308,-0.1782
2.1638,-55.46,-0.2881
2.1638,-56.3068,-0.177
2.2434,-59.1644,-0.177
2.3235,-54.2958,-0.2649
1.4452,-59.3761,-0.2014
1.4452,-58.9527,-0.1733
1.3652,-57.6827,-0.1953
2.244,-58.5294,-0.0195
1.96,-57.3651,-0.1733
1.8447,-56.5184,-0.1709
1.569,-59.5878,-0.0708
1.6487,-56.5184,-0.2588
1.5686,-59.1644,-0.0928
1.5686,-55.2484,-0.0354
1.9606,-56.9418,-0.144
1.4448,-58.3177,-0.0806
1.8444,-52.0732,-0.0122
1.7644,-57.3651,-0.0696
1.3656,-53.8724,-0.0818
1.2492,-51.6498,-0.1135
1.9611,-55.8834,0.0317
1.7649,-49.6388,-0.0232
1.5689,-54.9308,-0.0525
1.9609,-49.8505,0.177
1.9606,-47.9454,0.05
1.7649,-50.0622,0.2832
1.3657,-43.9235,-0.0879
1.8447,-46.9929,0.0891
1.6485,-41.4892,0.0244
1.3656,-45.1936,0.083
0.9736,-41.7009,0.0037
1.4456,-41.4892,0.2417
1.3657,-41.4892,0.0305
1.6487,-40.3249,0.0256
1.2494,-37.679,0.105
1.3656,-30.7994,0.0391
1.3656,-33.022,0.0085
1.1693,-35.033,0.1013
1.0534,-30.1643,0.116
1.7649,-27.9417,-0.0232
1.5689,-32.387,0.116
1.5686,-22.8614,0.271
1.5689,-24.2373,0.0232
1.2494,-24.0256,0.2185
1.3656,-22.438,0.1184
1.8447,-16.6168,0.199
1.5686,-18.4161,0.1111
1.6485,-13.1241,0.0818
1.4455,-15.1351,0.0879
1.4452,-16.9344,-0.0488
1.5684,-8.8905,0.2551
1.3654,-4.0219,0.271
1.7646,-0.5292,0.2075
1.6485,2.1168,0.0989
1.4455,4.1278,0.0269
1.2496,5.292,-0.0488
1.5689,6.9854,0.011
1.0535,10.1606,-0.0281
1.648,8.3613,0.0659
1.7646,6.1387,0.1501
1.1696,2.8577,0.2405
1.4455,1.9051,0.2759
1.4452,3.0694,0.3748
1.4452,4.5511,0.6738
1.7651,6.7737,0.5029
1.5686,11.219,0.5493
1.1693,12.1716,0.5542
1.5689,13.0183,0.4419
1.3656,23.6023,0.4846
2.2436,18.3103,0.2942
2.3232,21.3796,0.365
1.9606,20.5329,0.3394
1.7649,28.2592,0.4443
2.3239,26.3541,0.4407
1.648,32.0694,0.3101
2.0404,30.2702,0.2466
2.1636,30.0585,0.5029
1.6485,35.1388,0.3369
2.0407,38.314,0.3271
1.6487,37.9965,0.3223
1.8447,35.3505,0.415
1.9604,37.3614,0.343
2.0404,37.9965,0.2808
1.9606,45.2994,0.3552
1.8442,42.6534,0.2222
1.7646,47.522,0.2173
1.9609,43.606,0.2515
1.6485,49.1096,0.3479
1.9609,45.8286,0.3088
2.1636,48.4746,0.2771
1.9606,49.7447,0.3186
1.5682,49.9564,0.3687
1.8444,56.4126,0.3894
1.7646,50.4856,0.1929
2.041,55.1425,0.3699
2.1642,56.8359,0.1709
1.5689,51.9673,0.2686
1.7649,59.4819,0.3772
1.7649,57.2593,0.177
2.1638,56.2009,0.3564
1.9606,60.2228,0.1514
1.9606,57.2593,0.2759
1.8447,60.8579,0.177
1.5682,58.2119,0.1294
1.7646,58.4235,0.1074
1.9606,60.4345,0.3052
1.9609,60.2228,0.1233
1.6485,58.8469,0.1331
1.6487,63.2922,0.1636
1.9609,58.8469,0.094
1.6487,58.6352,0.0696
1.6485,59.4819,0.127
1.7646,60.8579,0.1147
1.3652,54.825,0.1257
1.7641,60.4345,0.1135
2.0404,60.0111,-0.0781
2.244,53.9783,0.0635
1.2494,58.4235,0.0562
1.7646,57.2593,-0.0281
1.7646,53.5549,0.1428
1.7649,58.0002,0.0806
1.7644,51.9673,0.0073
1.569,55.3542,0.1746
1.7646,51.544,0.0073
1.3654,53.3432,0.1147
1.8444,51.544,0.0134
1.2492,48.898,-0.0305
1.2492,48.898,-0.0256
1.3654,44.6644,-0.0464
1.6487,47.522,0.0183
1.1691,41.1717,-0.0159
1.6485,44.4527,-0.0952
1.0534,38.7374,-0.1331
1.1696,42.6534,-0.0769
1.6485,40.2191,-0.0989
1.5684,38.314,-0.0659
1.5686,32.7045,-0.2234
1.6487,29.6351,-0.2173
1.4452,37.9965,-0.1355
1.1694,31.4344,0.1245
1.3657,25.4015,-0.1636
2.0413,33.1278,0.0269
1.9609,27.2008,-0.2844
1.6489,20.9563,-0.2112
1.1694,30.2702,-0.0134
1.7649,19.6862,-0.2112
1.3656,20.9563,-0.1282
1.7646,15.0292,-0.1843
1.8442,16.8285,-0.1404
0.9736,18.9453,-0.1538
1.0533,8.1497,-0.1929
1.2492,6.1387,-0.1697
1.6485,4.5511,-0.0476
1.6489,4.8686,-0.0391
1.8449,2.8577,-0.116
1.1696,-0.5292,-0.116
1.3654,-2.9635,-0.1172
1.5686,-2.9635,-0.0537
1.2496,-2.011,-0.271
1.6487,-0.7409,-0.2698
1.1699,-0.9526,-0.3735
1.0534,-0.7409,-0.4858
1.3654,-2.011,-0.4651
1.4452,-4.6569,-0.4297
1.7649,-6.6679,-0.4736
1.7646,-11.1132,-0.2991
1.9606,-19.0512,-0.5115
1.7644,-16.4052,-0.2686
1.6487,-13.7592,-0.3076
1.3656,-19.3687,-0.3601
1.7646,-17.7811,-0.2576
2.1638,-26.4599,-0.3992
1.3654,-20.6388,-0.4089
1.5689,-23.7081,-0.3662
1.7649,-23.2847,-0.3735
1.9604,-34.8213,-0.3369
2.2436,-25.2957,-0.2783
1.96,-30.5877,-0.5652
1.8447,-40.3249,-0.3906
1.648,-36.1972,-0.199
1.5689,-36.4089,-0.4285
2.0407,-33.7629,-0.4456
1.9604,-40.8541,-0.5884
1.9609,-39.2665,-0.2307
2.1638,-44.9819,-0.2966
1.9604,-43.7118,-0.3149
1.9606,-47.9454,-0.2466
1.9604,-46.5695,-0.3699
1.7646,-46.5695,-0.0647
1.7644,-46.9929,-0.3979
2.3232,-49.4272,-0.3186
1.8444,-47.4162,-0.3149
1.4448,-50.5914,-0.2356
1.9604,-47.6279,-0.2722
1.5686,-53.2374,-0.3894
1.9609,-50.0622,-0.2844
1.7649,-56.3068,-0.4456
2.1636,-52.4965,-0.2466
1.569,-58.5294,-0.1855
2.0402,-54.9308,-0.1917
1.5682,-53.8724,-0.2869
2.0404,-60.9637,-0.2759
1.5686,-56.3068,-0.2368
2.0402,-56.5184,-0.2747
2.2434,-61.5987,-0.2588
1.5682,-57.1535,-0.0769
1.6487,-56.5184,-0.1941
1.7644,-60.9637,-0.2173
1.4451,-57.8943,0.011
1.7649,-56.5184,-0.0403
1.8449,-60.9637,-0.1648
1.6483,-57.1535,0.0183
1.9611,-56.5184,-0.1172
1.7644,-58.3177,-0.282
1.5684,-57.3651,-0.1318
2.1632,-55.46,-0.1282
1.8449,-58.3177,-0.1294
1.7649,-53.4491,-0.0928
1.6487,-56.9418,-0.0537
1.1693,-52.0732,-0.0269
1.4452,-56.7301,-0.1355
1.7646,-49.8505,0.0354
1.5686,-50.0622,-0.1221
1.8447,-53.4491,-0.127
1.7646,-46.9929,0.0757
1.3652,-53.4491,-0.0696
1.5686,-46.7812,0.0037
1.4452,-52.0732,-0.2014
1.2494,-46.7812,0.0879
1.4452,-46.7812,0.0537
1.2494,-46.1461,0.0012
1.7644,-44.7702,0.1843
1.3656,-39.4782,-0.0842
1.3657,-39.2665,0.0037
1.0535,-32.1753,0.116
1.3654,-37.2556,-0.0073
1.5686,-37.8906,-0.0537
2.244,-34.6096,0.2112
1.8449,-29.1059,0.0842
1.0534,-29.3176,0.0183
1.4452,-31.5402,0.1001
1.0534,-24.8723,0.105
1.4452,-24.6607,0.0977
1.8447,-21.0621,0.1819
1.6487,-23.0731,0.2283
1.0534,-18.2044,0.2393
1.7651,-20.8504,0.1245
1.0533,-11.7482,0.1428
1.4452,-12.0657,0.1965
1.7651,-13.3358,0.116
1.4455,-10.4781,0.1501
1.0534,-8.0438,0.2148
1.3657,-7.8321,0.2209
1.0533,-7.4088,0.2563
1.3657,-4.4453,0.2698
1.3654,-1.3759,0.3259
1.3656,2.1168,0.3247
1.4455,4.8686,0.3833
1.1694,6.9854,0.3113
1.7649,6.3504,0.5029
1.9609,6.9854,0.6946
1.7646,11.9599,0.7422
2.1638,17.2519,0.7251
2.3239,14.8176,0.5981
1.5686,25.8249,0.7947
2.3235,24.5548,0.7532
2.4394,33.657,0.6592
1.9606,35.1388,0.4578
1.9604,37.3614,0.8765
2.2428,41.595,0.6384
2.243,46.252,0.8447
2.5192,50.9089,0.7361
2.7147,56.2009,0.52
2.2434,59.0586,0.4297
2.5188,57.7885,0.4541
2.3229,64.6681,0.5249
2.3232,66.5732,0.4517
2.3232,70.8068,0.6775
2.5185,70.5951,0.5823
2.8381,70.1718,0.8594
3.2296,81.1791,0.4419
2.3232,83.9309,0.2808
2.439,85.4127,0.7019
2.8381,85.4127,0.6653
2.7147,87.847,0.6018
3.2299,87.847,0.5481
2.9111,90.7047,0.3784
2.0396,93.139,0.6799
2.8373,100.9711,0.2869
2.7147,102.9821,0.5725
3.034,104.2522,0.6604
3.2299,107.3215,0.4773
2.9103,106.8982,0.4626
2.243,109.5441,0.4944
2.7147,110.0733,0.1807
3.0337,111.1317,0.5164
2.6349,112.7193,0.3772
2.9106,114.4128,0.4333
2.5185,114.6245,0.2039
3.1138,117.588,0.4211
2.2436,117.3763,0.4871
3.0345,119.8106,0.2478
2.8388,119.8106,0.2893
2.0399,119.2814,0.2661
2.5192,121.0807,0.2698
2.4394,119.0697,0.2039
2.2434,121.0807,0.0818
2.5188,121.7157,0.2295
3.0345,120.0223,0.1465
2.0402,119.2814,0.1685
2.1636,120.234,0.1892
1.8442,118.6464,0.0391
2.0404,116.8471,0.1257
2.0399,116.6354,-0.0378
1.9606,118.223,-0.0781
2.1642,114.4128,0.0525
1.8447,115.577,0.1709
1.5686,113.1427,-0.061
1.7644,112.7193,-0.0208
2.2434,111.3434,0.0452
1.1694,108.2741,0.0452
1.8444,110.9201,-0.0952
1.5689,105.4164,-0.1392
1.6485,104.8872,-0.1904
1.2494,105.6281,-0.022
1.7646,100.2302,-0.0464
1.1696,101.8178,-0.0989
1.2496,97.1609,-0.2783
1.4451,93.8799,-0.1855
1.4455,89.6463,-0.2991
1.3654,90.0696,-0.26
1.6489,87.847,-0.2869
1.3656,85.836,-0.1843
1.7654,82.1316,-0.1904
1.2496,77.8981,-0.1941
1.3657,72.8177,-0.1953
1.1696,71.971,-0.3198
1.3657,67.7374,-0.2747
1.569,67.9491,-0.1917
1.569,65.5148,-0.3906
0.9734,58.0002,-0.3235
0.9736,56.4126,-0.0989
0.9737,57.7885,-0.4065
1.3654,48.0512,-0.5591
1.6489,50.4856,-0.3284
1.5689,41.8067,-0.3516
1.0534,45.6169,-0.3186
0.9734,36.0914,-0.4883
0.9737,30.0585,-0.4114
1.6489,28.4709,-0.3735
1.569,25.4015,-0.4333
1.3654,16.8285,-0.3638
1.1697,17.8869,-0.5798
1.2498,17.4636,-0.4077
1.2496,7.938,-0.5273
1.7644,3.0694,-0.4346
1.1696,-0.9526,-0.4346
1.6487,-4.0219,-0.459
1.9606,-6.4562,-0.343
1.569,-11.5365,-0.5005
1.4455,-14.7117,-0.4883
1.8449,-12.7008,-0.4456
1.4452,-11.1132,-0.6824
2.1638,-18.6278,-0.7422
1.6483,-20.4271,-0.7361
1.96,-30.5877,-0.7202
1.9606,-26.6716,-0.6995
2.1638,-34.1862,-0.7837
1.9606,-43.5001,-0.6824
2.3239,-39.0549,-0.6445
1.7644,-45.1936,-0.6494
2.243,-45.7228,-0.8374
1.9604,-56.5184,-0.7178
2.5199,-53.2374,-0.4773
2.5195,-60.3287,-0.6848
2.3232,-66.044,-0.4504
2.2436,-61.8104,-0.4541
2.4394,-68.2666,-0.7434
2.0399,-68.69,-0.8374
2.8381,-78.8506,-0.5371
2.4394,-79.5915,-0.697
2.9106,-75.3579,-0.7068
2.6353,-82.2375,-0.321
2.9106,-87.7412,-0.3845
2.439,-89.7521,-0.5847
3.1143,-92.3981,-0.6482
3.034,-96.6317,-0.5823
2.7144,-92.1864,-0.52
2.714,-96.8434,-0.2856
2.439,-101.2886,-0.5884
2.5188,-104.7814,-0.7153
3.034,-101.2886,-0.3528
2.9103,-104.5697,-0.3711
2.5188,-109.2266,-0.2466
2.3229,-107.9566,-0.343
2.5192,-110.6025,-0.3748
2.439,-111.8726,-0.3418
2.7147,-113.6719,-0.2478
2.7152,-113.6719,-0.437
2.6346,-114.3069,-0.3857
2.3232,-116.1062,-0.2881
2.243,-116.1062,-0.1648
2.1636,-117.4821,-0.1013
2.439,-116.9529,-0.2905
2.5188,-119.1756,-0.26
2.2434,-117.6938,-0.2197
2.4394,-117.6938,-0.2246
2.5188,-119.1756,-0.1184
2.243,-116.9529,-0.2002
2.2434,-119.3872,-0.2917
2.3235,-115.8945,-0.2283
2.5192,-117.6938,0.0964
2.1636,-118.1172,0.0928
2.1638,-113.4602,-0.1782
1.9606,-115.8945,-0.0635
1.9604,-115.4712,-0.1758
2.1638,-112.8252,0.166
1.8442,-112.6135,-0.0061
2.3235,-111.0259,-0.0244
2.2434,-108.3799,0.1172
1.7646,-110.3909,-0.05
1.4455,-106.1573,0.0317
1.9606,-106.5806,0.1721
1.6485,-105.7339,0.0635
1.7641,-102.5587,0.2625
1.8444,-98.8543,0.105
1.1694,-97.0551,0.271
1.2494,-98.8543,0.2783
1.2494,-94.8324,0.083
2.0407,-94.4091,0.033
1.8447,-93.2448,0.1782
1.5689,-91.5514,0.05
1.3657,-83.5076,0.354
1.5689,-77.3689,0.166
1.0532,-75.1462,0.2917
1.7651,-78.2156,0.2893
1.3656,-76.4163,0.3003
1.6489,-70.9126,0.4968
0.8938,-68.69,0.4272
1.2492,-59.3761,0.3271
