I1,I2,I3
2.6166,28.9027,0.0646
3.2072,28.4838,0.0412
1.9465,26.3894,0.0183
2.0261,25.5516,0.0275
2.0261,25.4469,0.022
3.2072,27.0177,0.0797
2.2273,26.2847,0.0504
1.947,25.9705,0.0699
1.9473,24.3997,0.0357
2.6171,24.8186,0.0324
3.0914,25.3422,0.1046
2.8897,25.6563,0.0661
2.0257,25.6563,0.0538
2.1486,25.028,0.033
2.6959,24.3997,0.0405
3.2063,25.6563,0.1003
3.6832,26.3894,0.0547
2.1486,27.2271,0.0432
1.9459,26.3894,0.0421
2.3068,25.1327,0.0361
3.0923,26.0752,0.0505
2.2269,26.913,0.0612
2.4218,28.0649,0.0522
1.9465,27.1224,0.0075
2.3068,26.3894,0.0251
2.6166,26.913,0.058
2.0257,28.0649,0.0375
2.4231,26.8083,0.0264
1.9468,25.7611,0.0071
3.0928,25.8658,0.0602
2.4225,26.1799,0.0551
2.1488,27.4366,0.0476
2.3068,25.8658,0.0284
2.3072,25.7611,0.0077
2.6164,25.4469,0.08
2.6159,25.1327,0.0562
2.3065,25.6563,0.0339
2.4218,24.3997,0.0461
2.5007,25.2375,0.0513
3.0911,25.7611,0.0884
3.0919,25.5516,0.0513
2.6166,25.5516,0.0663
2.5011,25.5516,0.0546
2.4221,27.3319,0.0364
3.481,27.9602,0.058
2.8181,27.4366,0.0531
2.0257,26.5988,0.0081
2.3068,26.913,0.0123
2.3065,29.1121,0.0613
2.6956,28.4838,0.0196
1.9465,26.3894,0.0132
1.4348,25.2375,0.0271
2.0257,25.7611,0.0624
2.5013,27.3319,0.0817
3.2067,26.7035,0.0335
1.6369,25.6563,0.0445
2.5013,24.3997,0.0278
2.0261,25.1327,0.0665
3.0923,25.3422,0.0791
2.4221,26.0752,0.063
2.3068,25.4469,0.0511
2.3068,24.5044,0.0396
2.4218,24.6091,0.058
3.2859,25.9705,0.0833
2.8897,26.8083,0.0579
2.5018,26.913,0.0602
2.4212,25.7611,0.0154
2.5013,25.028,0.0355
3.013,26.3894,0.0764
3.0122,26.913,0.0701
2.0257,28.0649,0.0256
2.2275,26.7035,-0.0049
2.0257,26.2847,0.0502
2.8181,26.913,0.0555
2.0257,28.0649,0.0465
1.947,26.913,0.0341
1.947,25.8658,-0.0018
2.4214,25.8658,0.0579
3.013,25.9705,0.0551
1.6364,27.3319,0.0511
2.2279,25.8658,0.028
2.2275,25.4469,0.0042
2.6964,25.2375,0.0751
2.6171,25.028,0.067
1.9463,25.5516,0.0339
2.8184,24.295,0.0397
3.013,25.2375,0.0562
3.2067,25.7611,0.0917
3.0923,25.6563,0.0566
2.5011,25.6563,0.0586
2.6159,25.7611,0.0518
2.6959,27.3319,0.037
3.0914,28.0649,0.0626
3.2865,27.646,0.0535
1.9465,26.5988,0.0071
2.6159,26.8083,0.0125
2.6952,29.3215,0.0538
2.0257,28.4838,0.0192
1.4351,26.3894,0.0159
1.5572,25.1327,0.0264
2.3068,25.5516,0.0515
2.6164,27.3319,0.0822
2.6952,26.7035,0.0357
2.0263,25.5516,0.0509
2.6166,24.3997,0.0335
2.0261,25.2375,0.0531
3.013,25.3422,0.0883
2.6959,25.7611,0.0661
2.2273,25.5516,0.0533
2.8184,24.5044,0.0379
2.5018,24.6091,0.0555
2.6159,26.0752,0.0862
3.0127,26.3894,0.056
1.831,26.913,0.0661
2.3068,26.0752,0.0236
2.6166,25.3422,0.0291
2.5007,26.2847,0.0731
3.0127,26.7035,0.0727
1.6366,28.0649,0.0317
1.8307,26.7035,-0.0031
2.0257,26.2847,0.048
2.5004,26.8083,0.0549
2.5013,28.0649,0.0287
1.7524,26.1799,0.02
2.0257,25.4469,0.0311
2.5011,25.5516,0.0818
3.0127,26.0752,0.0487
2.2273,27.4366,0.0509
2.4225,25.6563,0.0275
2.2273,25.5516,0.0242
3.0122,25.3422,0.0828
3.4018,25.3422,0.0562
2.3072,25.5516,0.0449
3.0919,24.5044,0.0502
2.4221,25.2375,0.0573
2.6164,25.9705,0.0829
2.6164,25.5516,0.0566
2.2275,25.5516,0.0721
2.8181,25.5516,0.0439
3.0127,27.4366,0.0361
2.3059,28.0649,0.0736
2.8902,27.5413,0.0405
2.2273,26.2847,0.0225
1.5573,26.5988,0.0244
2.6959,28.7979,0.0403
1.6366,28.3791,0.0383
1.9468,26.3894,0.0159
1.8315,25.7611,0.0249
2.2275,25.4469,0.0276
3.0127,27.0177,0.0831
2.6956,26.2847,0.0461
2.0257,25.6563,0.0683
2.2275,24.3997,0.0397
2.4218,24.9233,0.033
2.5018,25.7611,0.1013
3.2076,25.6563,0.0646
2.1486,25.6563,0.0593
2.6164,24.7139,0.0317
2.1482,24.6091,0.0465
2.6956,25.8658,0.1013
2.6166,26.4941,0.0513
2.3065,26.913,0.0432
2.4218,25.9705,0.0412
2.5011,25.2375,0.0419
3.0135,26.0752,0.0542
2.8905,26.8083,0.0564
1.4351,28.1696,0.0602
1.9465,27.2271,0.0086
2.148,26.4941,0.0262
2.5018,26.913,0.0527
2.2275,27.9602,0.0447
2.1482,26.8083,0.0379
2.0257,25.7611,0.006
2.5011,25.7611,0.0602
3.0127,25.9705,0.0579
2.2279,27.3319,0.0504
1.7519,26.1799,0.0287
2.5011,25.7611,0.0027
2.8189,25.3422,0.0767
3.0919,25.028,0.061
2.2273,25.4469,0.03
2.6171,24.3997,0.0461
2.6166,25.2375,0.0555
2.8173,25.9705,0.0908
2.6956,25.6563,0.0496
2.2273,25.4469,0.059
2.4218,25.6563,0.0515
2.8184,27.2271,0.0379
3.2072,28.1696,0.054
2.2275,27.4366,0.0533
1.9468,26.4941,0.0082
2.148,26.7035,0.0145
2.8184,29.2168,0.0639
3.0914,28.3791,0.0269
1.7519,26.4941,0.0079
1.9465,25.3422,0.017
1.9468,25.6563,0.0571
2.8177,27.2271,0.0809
2.2275,26.4941,0.032
1.7519,25.6563,0.0436
2.0261,24.3997,0.0273
2.8905,25.1327,0.0634
2.5013,25.4469,0.0822
2.8181,26.0752,0.0648
1.831,25.6563,0.0518
2.3068,24.6091,0.0363
2.6952,24.6091,0.0613
2.3062,26.0752,0.0884
3.5597,26.7035,0.0595
2.4214,26.913,0.0599
2.3068,25.7611,0.0161
2.148,25.1327,0.0306
2.8902,26.3894,0.0791
2.8181,26.913,0.0685
2.5013,27.8555,0.0255
1.6366,26.913,0.0064
2.4225,25.9705,0.0271
2.5013,26.5988,0.0608
2.1482,27.8555,0.0478
2.2273,26.7035,0.0308
2.1486,25.6563,-0.0029
2.8902,25.6563,0.0555
2.4212,25.9705,0.0661
1.9465,27.5413,0.0549
2.6959,25.9705,0.0286
2.4221,25.2375,0.0016
2.5013,25.2375,0.0654
2.8905,24.9233,0.0688
2.4218,25.4469,0.0306
2.3072,24.295,0.0416
2.6166,25.2375,0.052
2.6956,25.8658,0.0859
3.4018,25.5516,0.0575
2.2275,25.4469,0.0529
2.5007,25.4469,0.0588
2.3068,26.913,0.0397
3.4018,27.9602,0.041
1.7527,27.5413,0.0505
1.7519,26.7035,0.0154
1.947,26.7035,0.0119
2.3068,29.0074,0.0465
3.0127,28.2743,0.0309
1.6366,26.2847,0.019
2.1482,25.3422,0.026
2.1482,25.4469,0.043
2.8181,27.1224,0.084
2.4218,26.4941,0.0423
1.7519,25.7611,0.065
2.0257,24.7139,0.0326
2.6159,24.7139,0.0428
3.0923,25.3422,0.0939
2.6959,25.5516,0.0619
1.8312,25.6563,0.0504
2.2275,24.3997,0.0341
2.6956,24.6091,0.0542
3.0919,25.9705,0.0998
3.0914,26.5988,0.0494
2.0257,26.913,0.056
2.2279,25.8658,0.0324
1.9465,25.1327,0.0304
3.481,26.2847,0.0582
2.6949,27.0177,0.0681
2.5013,28.1696,0.0379
2.0261,27.0177,-0.0035
1.9465,26.0752,0.035
2.8905,26.8083,0.0643
1.9465,28.1696,0.0344
1.8312,26.913,0.0141
1.8315,25.6563,0.0114
2.8181,25.6563,0.072
2.8905,25.9705,0.0557
2.3068,27.4366,0.0531
2.5013,25.8658,0.035
2.1482,25.5516,0.0187
2.5007,25.4469,0.0811
2.6166,25.3422,0.0569
2.6166,25.4469,0.0357
2.6166,24.3997,0.0449
2.8902,25.1327,0.0588
3.2865,25.9705,0.0861
3.0118,25.5516,0.0491
2.5011,25.2375,0.0452
2.4214,25.6563,0.0656
2.3068,26.913,0.0427
3.5597,27.9602,0.0372
2.8181,27.646,0.0396
1.6366,26.4941,0.0135
2.4221,27.0177,0.0146
2.4221,29.0074,0.0363
2.6952,28.9027,0.0317
1.637,26.5988,0.013
1.7519,25.4469,0.0238
1.8315,25.2375,0.0333
2.5013,27.1224,0.089
3.0919,26.4941,0.0447
1.8317,25.7611,0.0701
2.5011,24.5044,0.0388
2.148,24.6091,0.0328
3.0919,25.2375,0.1075
2.6166,25.5516,0.0676
2.2273,25.3422,0.056
2.6166,24.7139,0.0306
2.6959,24.8186,0.0467
3.2868,25.8658,0.1007
3.0928,26.2847,0.061
2.4221,27.1224,0.0619
2.6964,26.5988,0.0447
2.3068,26.0752,0.0352
3.2072,27.2271,0.0705
3.5593,27.9602,0.0731
1.5576,29.3215,0.0286
2.4221,28.1696,-0.0066
2.4218,27.7507,0.0482
2.2273,28.0649,0.0414
1.7522,29.2168,0.0454
2.3072,27.0177,0.0145
1.6366,26.7035,0.0363
3.2865,26.7035,0.048
2.4214,27.5413,0.0718
2.3072,27.7507,0.0635
2.0257,26.913,0.0245
2.0257,26.3894,0.0311
3.2859,26.2847,0.0696
1.9463,26.2847,0.0577
1.7522,25.3422,0.0434
2.8181,25.9705,0.0353
2.8184,26.7035,0.085
3.5603,26.913,0.0599
2.2273,26.7035,0.0527
2.2275,26.7035,0.0564
2.3065,28.1696,0.0326
3.2072,29.3215,0.0701
2.8902,28.6932,0.0527
1.9468,27.9602,0.0059
2.6166,28.1696,0.0163
2.2275,30.264,0.0535
2.4221,29.1121,0.0225
1.8315,27.4366,0.035
1.8322,26.7035,0.0185
2.1482,28.3791,0.0207
3.0919,27.646,0.054
2.3068,27.4366,0.0551
2.1482,26.4941,0.0639
2.2275,25.6563,0.0187
2.5018,26.8083,0.0778
3.5593,26.5988,0.0742
2.4218,26.7035,0.0557
2.2273,26.0752,0.0363
2.3072,25.5516,0.0381
2.8184,26.7035,0.1009
3.8763,27.646,0.0546
2.4218,27.9602,0.059
2.1474,26.7035,0.024
2.4208,26.1799,0.0315
3.013,27.5413,0.0855
2.2269,28.1696,0.0676
2.3065,29.4263,0.0414
2.3068,28.2743,-0.0097
2.6164,27.4366,0.0397
2.6959,28.0649,0.0467
2.2273,29.4263,0.0302
1.947,27.646,0.0062
1.8312,26.8083,0.0454
2.2275,26.5988,0.0641
2.6956,26.913,0.0608
2.5018,28.0649,0.0688
2.6174,27.1224,0.0357
2.3068,26.3894,0.0375
2.5013,26.0752,0.0531
2.6949,26.4941,0.0738
2.6166,25.4469,0.0593
1.9459,26.0752,0.0278
3.4008,26.5988,0.0753
3.0911,26.913,0.0687
2.6959,26.4941,0.0461
2.6171,26.5988,0.0668
2.5011,27.646,0.0383
2.5011,29.1121,0.0447
2.4212,28.7979,0.0522
2.4221,27.8555,0.0048
1.9465,28.1696,0.0101
2.5018,30.1593,0.0661
1.8315,29.0074,0.0157
1.7522,27.3319,0.0218
2.0257,26.2847,0.0214
2.6166,28.0649,0.0496
2.6959,27.8555,0.0425
2.6956,27.3319,0.0304
2.1482,26.0752,0.0613
2.3068,25.3422,0.0494
2.1482,26.4941,0.0328
3.2067,26.1799,0.0734
2.8894,26.913,0.0515
2.3068,26.1799,0.0665
2.8905,25.5516,0.0201
2.8184,26.7035,0.0831
3.2058,27.2271,0.0613
2.3072,27.9602,0.039
2.3068,27.2271,0.0414
2.0257,26.4941,0.0291
3.2067,27.2271,0.0513
3.2063,27.646,0.0709
2.0255,29.0074,0.0379
2.1482,28.1696,-0.0027
2.2279,27.3319,0.0467
2.6171,27.9602,0.0493
2.2275,29.4263,0.0353
2.3072,27.7507,0.0057
2.2275,26.913,0.0441
3.0127,26.7035,0.0562
2.6952,27.3319,0.0643
2.6166,28.0649,0.0747
2.3065,26.913,0.03
1.7514,26.3894,0.0331
3.0919,26.2847,0.0549
2.6174,26.7035,0.069
2.3068,25.3422,0.059
2.6166,25.7611,0.0313
2.0257,26.4941,0.0743
3.5597,26.913,0.0595
2.3072,26.4941,0.0491
2.2269,26.5988,0.0619
2.8897,27.7507,0.0405
3.0928,29.1121,0.0485
2.6959,28.5885,0.0546
1.6369,27.646,0.004
2.3068,28.0649,0.0123
2.4221,30.3687,0.0612
2.4214,29.1121,0.0132
1.8312,27.2271,0.0233
1.7524,26.0752,0.0205
2.2273,27.8555,0.0509
2.6964,27.7507,0.0487
2.5011,27.1224,0.0317
2.1486,25.9705,0.0493
2.4225,25.3422,0.0449
2.8905,26.5988,0.0328
3.2067,26.2847,0.0672
2.4218,26.7035,0.05
2.2279,26.0752,0.0851
2.1482,25.2375,0.0416
3.4801,26.3894,0.0333
3.2076,27.3319,0.0727
2.2269,28.1696,0.0555
2.4221,27.5413,0.0304
2.5011,26.2847,0.0342
2.8889,27.0177,0.0593
2.8902,27.8555,0.0487
2.6164,29.1121,0.069
1.9468,28.3791,0.0139
2.2273,27.5413,0.0198
2.6959,27.9602,0.0599
2.2273,29.3215,0.0298
2.2273,27.7507,0.0187
2.0255,26.913,0.0315
2.5013,26.7035,0.0798
2.6166,27.2271,0.0439
1.8312,28.3791,0.0555
2.4218,27.0177,0.032
2.2273,26.3894,0.0491
3.0914,25.9705,0.0524
2.6159,26.4941,0.0751
1.4347,25.7611,0.1046
2.5007,25.6563,0.0394
2.6959,26.2847,0.0478
3.2865,26.5988,0.074
2.4218,26.2847,0.0709
2.3062,26.3894,0.059
2.5011,26.913,0.0487
2.8177,29.1121,0.0436
2.6956,29.0074,0.0286
1.947,27.4366,0.0267
1.5573,28.0649,0.0176
2.6164,29.9499,0.0295
1.8312,29.7404,0.0255
1.7522,27.646,0.009
1.9465,26.5988,0.0209
2.5013,26.7035,0.0602
3.2865,27.9602,0.0775
2.5018,27.3319,0.033
2.3072,26.5988,0.0331
2.1482,25.5516,0.0423
2.4221,26.3894,0.045
3.6822,26.3894,0.0515
3.0923,26.913,0.0555
2.148,26.3894,0.0771
2.1482,25.3422,0.0449
2.5013,26.1799,0.0287
3.7614,27.2271,0.0736
2.3065,28.0649,0.0573
1.8312,27.5413,0.0333
2.2273,26.3894,0.0313
3.4018,27.3319,0.059
2.6959,27.9602,0.0461
2.3072,29.2168,0.0734
2.6164,28.3791,0.0209
2.4221,27.3319,0.0134
2.8189,27.7507,0.0558
2.6164,29.2168,0.0441
1.7519,27.8555,0.0251
1.9465,26.913,0.0201
2.5013,26.8083,0.0765
3.0122,27.2271,0.0408
2.3062,28.5885,0.0652
1.8312,26.8083,0.0284
1.9465,26.5988,0.045
3.2868,25.9705,0.0597
3.0122,26.7035,0.0731
2.4218,25.8658,0.1053
2.6956,25.3422,0.0381
2.6956,26.1799,0.0436
3.2076,26.7035,0.0758
2.3065,26.4941,0.0736
2.5011,26.4941,0.0524
2.8181,27.1224,0.0505
2.6159,29.2168,0.0491
3.0122,29.1121,0.0255
2.1482,27.646,0.0443
2.1486,28.1696,0.0388
2.4221,30.264,0.0071
3.2076,29.9499,0.041
1.6362,28.3791,0.015
1.7522,27.1224,0.0148
1.9465,26.5988,0.0284
2.3065,28.1696,0.0778
3.2859,27.5413,0.0383
1.6366,26.7035,0.0511
2.6164,25.6563,0.0326
2.6164,26.4941,0.0613
2.8184,26.5988,0.0657
3.0122,26.913,0.0568
2.2275,26.3894,0.0709
2.8184,25.7611,0.0505
2.8177,26.0752,0.0286
3.2076,27.1224,0.071
2.5011,28.0649,0.0754
1.9465,27.4366,0.0385
2.6171,26.2847,0.017
3.013,26.8083,0.0699
3.0127,27.4366,0.0513
1.9463,29.3215,0.0538
2.3074,28.6932,0.0289
2.5013,27.1224,0.0104
2.5011,27.7507,0.0535
2.2269,28.4838,0.0558
2.2275,28.4838,0.0326
2.148,26.8083,-0.0097
2.6159,26.8083,0.0542
2.6171,26.913,0.0582
2.148,28.3791,0.0526
2.3065,26.8083,0.03
2.3072,26.3894,0.0255
2.8902,26.2847,0.0813
2.6166,26.0752,0.0536
2.1482,26.1799,0.078
3.0914,25.4469,0.0535
2.6159,26.1799,0.0388
3.4008,26.5988,0.0681
3.0127,26.4941,0.0806
2.1482,26.5988,0.067
2.5,26.5988,0.0249
2.891,28.6932,0.0793
2.3065,28.7979,0.0297
1.6366,27.4366,0.0438
1.8315,28.2743,0.039
2.2275,29.8451,0.0082
2.8177,29.7404,0.0326
2.3072,28.5885,0.0154
1.8315,26.8083,0.0286
2.6171,26.2847,0.0222
2.8902,28.2743,0.0839
2.6956,27.646,0.0438
2.2275,26.913,0.0562
1.7519,25.5516,0.0262
2.8905,25.9705,0.0586
3.2865,26.2847,0.0705
2.891,26.913,0.071
2.148,26.4941,0.0606
2.5007,25.4469,0.054
2.8181,26.3894,0.0337
3.4012,27.2271,0.0657
2.1482,28.2743,0.0771
2.2273,27.5413,0.0427
2.3065,26.3894,0.0079
3.2072,26.7035,0.0665
3.0127,27.7507,0.0551
2.2273,29.4263,0.0487
1.7522,28.7979,0.0266
2.3068,27.3319,0.0119
2.8181,27.5413,0.0482
2.6164,28.2743,0.0637
1.9465,28.3791,0.0346
1.9465,26.8083,-0.0112
1.5578,26.5988,0.0524
3.0127,26.8083,0.0617
2.2275,28.1696,0.0489
2.1482,27.0177,0.0326
2.4214,26.8083,0.0194
3.013,26.2847,0.0745
3.0911,26.2847,0.0505
1.9465,26.2847,0.0806
2.8173,25.7611,0.0533
2.6166,26.3894,0.0342
3.0919,26.913,0.0679
2.6956,26.4941,0.0765
2.6959,26.5988,0.0663
2.6164,26.7035,0.0267
3.0923,28.6932,0.0787
3.5597,29.1121,0.0287
1.7519,27.5413,0.0414
1.831,28.0649,0.0454
2.6159,28.2743,0.0115
2.3068,30.0546,0.0141
2.0257,29.1121,0.0256
1.6366,27.1224,0.0269
1.6366,26.5988,0.0062
3.013,28.1696,0.0465
3.2076,27.2271,0.058
2.0257,26.4941,0.0754
2.1482,25.8658,0.0553
2.148,25.4469,0.0258
3.0118,26.2847,0.1075
2.4218,26.3894,0.0694
2.3062,26.8083,0.054
2.6164,25.6563,0.0333
2.6952,25.7611,0.0617
2.8177,26.913,0.091
2.8177,27.4366,0.0586
1.8312,27.8555,0.0745
2.5013,26.5988,0.0119
2.4218,26.4941,0.0396
2.8902,27.4366,0.0941
2.8913,28.6932,0.0467
2.2275,28.6932,0.0196
2.1482,27.8555,0.0125
2.2273,27.646,0.0337
2.3068,28.2743,0.0507
1.7517,29.0074,0.0657
2.3068,27.1224,0.0062
2.1482,26.7035,0.0242
3.2067,26.7035,0.0579
2.6964,28.2743,0.074
1.9463,27.1224,0.0397
2.3065,26.3894,0.0007
2.1482,26.2847,0.048
2.8902,25.7611,0.0687
2.3074,26.1799,0.0258
1.7524,25.028,0.0432
2.6166,26.0752,0.0551
2.8902,26.5988,0.0906
3.4003,26.3894,0.0595
2.8184,26.5988,0.0727
2.8184,26.7035,0.0341
2.6164,28.4838,0.0408
3.2856,29.4263,0.0784
1.6366,27.7507,0.0364
2.0263,27.5413,0.0225
2.3068,28.3791,0.0165
2.4225,29.7404,0.0245
2.2279,28.7979,0.0278
1.3556,27.0177,0.0399
2.5011,26.1799,0.0234
2.4221,28.2743,0.0275
3.0122,27.7507,0.0586
1.8307,27.3319,0.0582
2.5013,26.0752,0.0663
1.831,25.4469,0.0196
2.6164,26.2847,0.0914
3.5593,26.4941,0.0743
2.2275,26.3894,0.0569
2.1482,25.9705,0.033
2.0257,25.4469,0.0412
3.2072,26.8083,0.1047
3.8756,27.2271,0.0549
2.3068,27.7507,0.0659
2.3065,26.8083,0.0245
2.4221,26.2847,0.0298
2.8181,27.3319,0.0857
2.0255,28.1696,0.0648
2.4214,29.0074,0.0108
2.0255,28.1696,0.0051
2.5013,27.9602,0.0428
3.013,28.2743,0.0447
2.2275,29.3215,0.0282
1.947,27.4366,0.0095
1.7522,26.8083,0.0432
2.3068,26.5988,0.0595
2.6166,27.2271,0.0646
2.4218,27.9602,0.0659
2.148,26.913,0.0335
2.5011,26.3894,0.0386
3.0118,26.0752,0.0584
2.5013,26.1799,0.0656
2.1482,25.5516,0.058
2.3065,25.9705,0.0302
3.0919,26.4941,0.0745
3.0914,26.5988,0.0663
2.3068,26.5988,0.041
2.8181,26.7035,0.0624
2.6956,27.7507,0.0386
2.6956,29.1121,0.0447
3.2063,28.7979,0.0575
2.3065,27.9602,0.0015
2.0257,28.2743,0.0075
2.3068,30.0546,0.0705
2.0255,29.4263,0.0291
1.9465,28.3791,0.0428
1.947,27.2271,0.0267
3.2856,29.2168,0.0229
2.6959,28.3791,0.0538
2.5007,28.3791,0.0668
2.0257,27.4366,0.0591
2.1482,26.913,0.0165
3.0923,27.5413,0.0996
2.6959,27.646,0.0645
2.4218,27.5413,0.0526
2.6956,26.4941,0.0439
2.6964,27.5413,0.0374
3.013,27.9602,0.0623
2.6956,29.3215,0.0764
2.2275,28.5885,0.0348
2.2269,27.5413,0.0264
3.2865,28.1696,0.0608
3.2067,29.0074,0.0461
2.6956,30.3687,0.0654
1.7522,29.4263,-0.0004
2.0257,28.4838,0.0275
2.8902,29.1121,0.0504
2.3068,30.4734,0.0289
1.831,28.9027,0.0095
1.9465,27.7507,0.0403
2.148,27.646,0.0487
2.5018,29.0074,0.0782
2.2273,28.4838,0.0593
1.9465,27.7507,0.0088
2.8184,27.3319,0.0425
3.0122,27.0177,0.0683
2.2279,27.4366,0.0234
3.0923,26.2847,0.0447
3.0127,27.2271,0.0524
3.2072,27.646,0.0718
3.4018,27.5413,0.0749
2.6956,27.5413,0.0674
3.0122,27.8555,0.0233
2.6157,29.8451,0.0802
3.2067,30.264,0.0311
1.9465,28.5885,0.0408
2.2273,29.2168,0.022
2.5011,31.1018,0.0273
2.6959,30.8923,0.0282
2.1482,28.7979,0.0106
1.8315,27.4366,0.0183
2.3068,28.4838,0.0568
3.2076,28.6932,0.0569
2.8897,28.4838,0.0298
2.148,26.913,0.0542
2.1486,26.3894,0.0322
1.9465,27.5413,0.0527
3.5593,27.2271,0.0617
3.2072,27.7507,0.0502
2.3068,27.1224,0.0657
2.6956,26.2847,0.0159
2.6164,27.4366,0.0981
3.4012,28.3791,0.0553
2.5013,29.3215,0.0553
2.6956,28.2743,0.0238
2.0255,27.3319,0.0249
3.0914,28.2743,0.0981
2.8181,29.7404,0.0529
2.4221,30.1593,0.0225
2.5007,29.1121,0.0121
2.3072,28.6932,0.0267
2.3068,29.3215,0.0615
2.0257,30.264,0.0423
2.0255,28.1696,-0.0157
2.8902,27.8555,0.0544
2.5011,28.1696,0.0467
1.9468,29.7404,0.0566
2.6166,28.0649,0.0267
2.4221,27.4366,0.0405
2.6959,27.2271,0.0599
2.8177,27.7507,0.0802
1.7522,26.913,0.0894
2.2275,26.5988,0.0295
3.2868,27.3319,0.0687
3.2067,28.0649,0.0641
2.8169,27.5413,0.0566
2.8181,27.8555,0.0569
3.013,29.4263,0.0311
3.2874,30.3687,0.0738
2.2273,29.0074,0.0439
2.1486,29.3215,0.0145
2.2275,29.531,-0.0009
1.8312,31.1018,0.017
2.0257,29.8451,0.0322
1.5576,28.0649,0.0267
2.2275,27.3319,0.0064
3.0122,29.531,0.0721
3.4018,28.4838,0.0445
2.0255,27.7507,0.0551
2.4221,26.5988,0.032
2.3068,27.3319,0.0549
2.5007,27.3319,0.0632
3.0914,27.7507,0.0615
2.1482,27.2271,0.0797
2.3062,26.2847,0.0374
3.5607,27.4366,0.0333
3.2865,28.3791,0.0753
2.3068,29.1121,0.0364
2.3068,28.3791,0.0465
2.4218,27.3319,0.0322
3.0914,28.2743,0.0529
2.0252,28.9027,0.0731
2.3065,30.1593,0.0233
2.0255,28.9027,-0.0015
2.8902,28.4838,0.0504
2.5011,29.3215,0.0445
2.148,30.5782,0.0624
2.2275,28.0649,0.0007
1.7519,27.7507,0.0121
3.2859,27.8555,0.0668
2.8184,29.2168,0.059
2.0257,28.0649,0.0302
2.3068,27.646,0.0015
2.0257,27.0177,0.0798
3.0919,27.1224,0.0538
2.4221,27.2271,0.087
2.6956,26.5988,0.0452
2.6956,27.3319,0.0375
3.4801,27.7507,0.0665
3.013,27.3319,0.0807
2.148,27.646,0.0606
2.5007,27.9602,0.0302
3.0122,29.7404,0.0749
2.6164,30.3687,0.0326
1.4344,28.5885,0.033
1.5578,29.1121,0.017
2.6952,31.3112,0.0414
1.831,31.1018,0.019
1.7522,28.7979,0.0068
1.9465,27.4366,0.02
2.6956,28.7979,0.0511
2.6956,28.5885,0.0483
3.0127,28.2743,0.0339
2.2273,27.2271,0.063
2.6171,26.3894,0.0231
2.8902,27.5413,0.0848
2.6956,27.8555,0.0793
2.6159,27.7507,0.0471
2.4221,26.5988,0.0289
2.5013,26.3894,0.0557
3.2865,27.7507,0.0798
3.2072,28.7979,0.0727
1.8315,29.1121,0.0558
2.3068,27.5413,0.0011
2.6959,27.8555,0.0562
3.2063,28.6932,0.0624
2.2275,30.264,0.0513
2.3065,29.8451,0.026
2.1488,28.4838,0.0075
2.6166,28.9027,0.0573
2.4221,30.264,0.041
2.6952,29.0074,0.0256
2.2275,28.0649,0.0341
2.8181,27.9602,0.0672
2.6959,28.5885,0.05
2.2275,29.6357,0.0729
1.9463,28.1696,0.0315
2.6959,27.2271,0.0289
2.5011,27.3319,0.067
2.5013,27.0177,0.0526
3.0914,26.3894,0.0364
2.1477,27.0177,0.0463
2.8902,27.4366,0.0895
2.8181,27.5413,0.0621
2.3062,27.646,0.0797
2.6959,27.646,0.0262
3.2063,29.2168,0.0602
3.4801,29.8451,0.0518
2.0257,28.4838,0.0377
1.9463,29.0074,0.0478
2.6166,30.7876,0.002
3.0923,31.2065,0.0394
1.5573,29.531,0.0156
1.3554,28.0649,0.0161
2.2275,27.7507,0.0441
2.5011,29.6357,0.0787
2.8177,28.7979,0.0249
2.0255,27.8555,0.0284
2.2275,26.3894,0.045
2.5013,27.4366,0.009
3.4814,27.1224,0.058
2.6959,27.4366,0.0518
2.2275,26.913,0.0749
2.4218,26.4941,0.0236
2.8902,27.7507,0.0864
4.2725,28.2743,0.0613
2.3065,29.1121,0.0498
2.2275,27.8555,0.03
2.148,27.3319,0.0275
3.0914,28.2743,0.0899
3.4018,29.7404,0.0612
1.7517,29.9499,0.0192
2.5013,28.9027,0.0132
2.148,28.4838,0.0262
2.2275,29.4263,0.0645
1.9465,30.264,0.0482
2.4221,28.0649,-0.0015
2.2275,27.7507,0.0132
3.0122,27.8555,0.0668
2.5004,29.6357,0.0606
2.0257,27.8555,0.0317
2.6164,27.5413,0.007
2.6959,27.2271,0.0743
2.6166,27.2271,0.0494
2.2275,27.4366,0.0873
3.0911,26.3894,0.0487
2.6956,27.3319,0.0392
3.5593,27.7507,0.0645
3.0127,27.5413,0.0767
2.3072,27.646,0.0623
2.4221,27.9602,0.0487
3.2856,30.1593,0.0397
3.0122,30.0546,0.0449
2.0257,28.6932,0.0064
1.7522,29.2168,0.0081
2.6166,31.3112,0.0586
1.9465,30.3687,0.015
1.7517,28.5885,0.0366
1.7519,27.1224,0.0205
3.0135,29.2168,0.0167
2.6952,28.4838,0.0586
2.2275,28.1696,0.0645
1.832,26.8083,0.0595
2.4225,26.3894,0.0233
3.2856,27.646,0.1053
2.4218,27.8555,0.0661
2.3072,27.4366,0.0557
2.8177,26.7035,0.0414
2.8184,26.913,0.0392
2.5007,27.9602,0.0681
2.8181,29.1121,0.0802
2.1482,28.6932,0.0428
2.2273,27.4366,0.0135
3.013,27.646,0.0674
3.2865,28.5885,0.0465
